ID,ISIN,FUND_NAME,AUM,DAILYNAV,EXPENSE_RATIO,ONE_DAY,ONE_MONTH,THREE_MONTH,SIX_MONTH,ONE_YEAR,TWO_YEAR,THREE_YEAR,FIVE_YEAR,SEVEN_YEAR,RETURN_SINCE_INCEPTION,PORTFOLIO_DATE,NAV_DATE,RETURNDATE,AUM_DECLARATION_DATE,SYNC_TIMESTAMP,SYNC_DATE
2bcff975-3a12-4b2e-b9b7-46f4aef9463f,INF205KA1312,Invesco India ESG Integration Stgy Fund Regular IDCW,3995631000,12.12,2.45,0.49751,-10.61947,-14.28571,-14.88764,-4.57623,-0.15216,9.33061,,,8.10417,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:07:09.479 +0530,2026-03-17
86faab29-5dbc-400c-a980-71fb3fe187ad,INF769K01GE9,Mirae Asset Dvrs Eq Allctr Pasv FOF Direct Growth,9872806000,23.512,0.22,0.41855,-8.51006,-8.61674,-7.03412,7.54734,4.91168,14.80853,11.97373,,16.87967,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:29:14.031 +0530,2026-03-17
3cd1b455-24f2-4529-a0b7-898d558c8cd2,INF903J01OP6,Sundaram Conservative Hybrid Direct Growth,196517333,32.3573,0.83,0.10395,-1.82411,-2.13589,-0.6741,3.42653,4.70649,7.42355,7.72931,6.88677,7.843,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:25:04.815 +0530,2026-03-17
97bad4a2-151e-4558-b1f6-86dcda5d2107,INF0QA701CE9,Bajaj Finserv Low Duration Fund Regular IDCW,6654870000,1002.098,1,0.03623,,,,,,,,,0.2098,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:08:05.324 +0530,2026-03-17
6a9f3754-a6e2-41d9-8757-3319c9709fe5,INF205KA1585,Invesco Ind Invc EQQQ NASDAQ100 ETF FoF Direct Growth,3963500000,21.3286,0.16,0.6921,1.25281,0.07085,6.42536,35.13311,24.43972,29.81065,,,21.41127,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:19:07.189 +0530,2026-03-17
ab97ac93-b847-412c-95f9-907ee4ea7c1f,INF247L01908,Motilal Oswal Nifty Midcap 150 Index Fd Regular Growth,31347736000,34.8216,1,-0.37536,-8.29567,-8.25895,-7.6622,12.28862,7.73816,20.86607,16.81498,,21.07399,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:09:12.214 +0530,2026-03-17
2c23ad9e-4a22-4dd7-a505-2b13e413592c,INF174KA1OU1,Kotak BSE Housing Index Fund Regular Growth,139461000,11.599,0.72,0.10356,-11.1392,-11.35652,-17.23277,-1.20102,-0.04739,,,,5.99209,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:28:04.396 +0530,2026-03-17
fa60c809-a7b4-4352-b2fc-1c8ebbc9b993,INF336L01PW8,HSBC Global Equity Climate Change FoF Direct IDCW,543997000,12.395,0.91,0.79366,-2.68812,5.20849,7.00556,22.29891,10.41055,10.88032,,,4.24473,2026-02-28,2026-03-16,2026-03-13,2026-02-28,2026-03-17 12:01:11.029 +0530,2026-03-17
69cefee7-1f64-451b-8526-d8693cd6e576,INF767K01QC6,LIC MF Overnight Fund Regular IDCW,5496373000,1180.215,0.15,0.01331,-0.00141,-0.02005,-0.02348,2.38769,4.47655,5.21922,,,5.01469,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:15:08.114 +0530,2026-03-17
f136d9ce-b7f3-43ab-801f-8f5701cba5fd,INF277KA1059,Tata Floating Rate Fund Direct IDCW,1398993790.228,13.5595,0.3,0.00885,0.33669,1.3461,3.29788,7.88479,7.88909,7.76679,,,6.71468,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:24:11.510 +0530,2026-03-17
4424910d-ba1e-4a6a-be07-53f59e13cd9c,INF903J01223,Sundaram Mid Cap Instl IDCW-R,126193245707.699,40.6730,1.72,1.10142,2.55266,0.92030,12.43742,38.60073,24.968,15.93082,13.38445,12.88019,13.19789,2024-12-31,2021-12-31,2021-12-31,2024-12-31,2025-01-23 14:24:05.487 +0530,2025-01-23
9a4db96b-46ff-47a8-8ca5-0afe241587b9,INF769K01812,Mirae Asset Liquid Fund Regular IDCW,123947553000,1153.2182,0.19,0.00568,0.1965,1.20314,2.64863,6.0128,6.63619,6.82738,5.86091,5.34624,5.15399,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:02:08.374 +0530,2026-03-17
2ccf7c69-87c4-47ee-b915-f2c0a6ba8ac7,INF846K012V6,Axis BSE Sensex Index Fund Direct Growth,491846010,10.5523,0.1,1.23373,-9.24236,-10.72882,-8.0674,3.42756,3.00391,,,,2.65981,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:21:09.327 +0530,2026-03-17
8a28a19a-19d2-4b40-95d9-b96b9005cff9,INF767K01PW6,LIC MF Short Duration Fund Direct Growth,1935823000,16.1784,0.36,-0.01545,0.08413,1.08973,2.63659,7.42558,7.79607,7.8007,6.29609,6.87841,6.99203,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:01:06.901 +0530,2026-03-17
9e0eeabf-d453-4b39-a4ca-cb97e7216cb1,INF760K01KF7,Canara Robeco Banking and PSU Debt Fund Regular Growth,1943164000,12.4353,0.73,-0.0201,0.0185,0.73555,2.05835,5.94144,6.50631,6.66345,,,6.30506,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:24:07.702 +0530,2026-03-17
ea510948-67b5-4d82-b964-8d663d7749a1,INF090I01338,Franklin India S/T Income Regular IDCW,125093748.3,4197.152,,0.00073,192.09712,192.09712,192.09712,192.09712,73.5891,47.2904,32.4574,21.36159,10.96015,2025-04-15,2025-05-02,2025-05-02,2025-03-31,2025-05-14 09:12:08.608 +0530,2025-05-14
081540cd-87be-4a9f-8753-5c752013d00f,INF200K01MK0,SBI Low Duration Fund Regular IDCW,163910573000,1409.5459,0.94,0.04016,0.18538,1.06837,2.46687,6.57869,6.79427,6.87936,5.7442,5.71774,6.08031,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:04:05.296 +0530,2026-03-17
2b3bafa1-865d-4995-a27c-3cf896922abd,INF109KC15G2,ICICI Prudential Overnight Fund Direct IDCW,113946941946.433,1000.9619,0.08,0.01438,0.32275,0.97986,2.07753,,,,,,2.81604,2026-02-28,2026-03-16,2019-08-27,2026-02-28,2026-03-17 12:01:02.237 +0530,2026-03-17
98947068-5438-4b4f-8c74-c3e74e2cd5d7,INF277K01PY2,Tata Mid Cap Fund Direct Growth,55052758746,471.9639,0.64,-0.02087,-7.69364,-7.03814,-5.36763,13.80558,10.04518,21.65528,17.21672,18.427,18.6624,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:29:15.845 +0530,2026-03-17
a4796543-a328-40b4-a59b-a43952aa6c6b,INF680P01216,Shriram Balanced Advantage Fund Direct IDCW,547808000,18.0275,1,0.43455,-5.63495,-5.95346,-3.74039,3.48856,-0.31607,9.16004,7.78182,,9.19876,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:21:09.120 +0530,2026-03-17
b3dc6b62-18c3-435c-bd3a-f9766c14063d,INF846K01E25,Axis Agressive Hybrid Fund Direct Growth,15054147000,21.57,1.09,0.46577,-5.9721,-6.01307,-4.97797,6.46594,7.89153,12.52303,9.40731,11.41735,10.64355,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:27:11.463 +0530,2026-03-17
2ee348c2-7d6d-4047-9e14-f0ef6172a859,INF200KA16Q0,SBI CRISIL IBX Gilt Index April 2029 Fd Regular IDCW,19876773000,12.9864,0.43,-0.07002,-0.05772,0.76272,2.50614,7.41173,7.85935,7.90422,,,7.82425,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:02:09.449 +0530,2026-03-17
64ed4c46-90fe-48ec-994f-4908aff82671,INF789F01687,UTI Healthcare Regular IDCW,11067108000,212.1594,2.28,-0.77232,-2.00825,-3.48406,-7.33253,7.43048,12.65771,24.79695,14.69536,18.23699,14.32326,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:17:10.110 +0530,2026-03-17
0a49ea40-72af-42f9-9b8e-d54cbd0d454c,INF2F0001487,The Wealth Company Balanced Advantage Direct IDCW,438314716,9.6397,0.37,0.31218,-3.603,,,,,,,,-3.603,,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:22:06.728 +0530,2026-03-17
3618c7b8-887c-49e4-b39c-0b18ff45e21b,INF789FA1K71,UTI Liquid Fund Direct IDCW,272634090000,1980.581,0.15,0.00849,0.55376,1.676,3.31401,7.04114,,,,,7.35491,2026-02-28,2026-03-16,2017-05-31,2026-02-28,2026-03-17 12:01:09.075 +0530,2026-03-17
2a48efdc-148e-4ff0-a51c-ad2d069595f1,INF959L01CR5,Navi Large & Midcap Fund Direct IDCW,3068675349.99999,38.4597,0.52,-0.11402,-8.99697,-8.75862,-8.27991,6.91328,6.98693,13.3787,12.82058,13.56789,12.90436,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:25:04.432 +0530,2026-03-17
5cac215b-51d7-43f2-a9bf-5a10579e770a,INF109K01EZ8,ICICI Pru Prudential Long Term Bond Regular IDCW,9768055151.035,12.3426,0.95,-0.28438,-0.21424,-0.04292,0.63926,2.93941,5.56686,6.63872,5.20513,5.82202,5.39586,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:12:10.650 +0530,2026-03-17
90887013-4a22-4871-9a44-507eb69a35b1,INF846K010M9,Axis Long Duration Fund Regular IDCW,2545241000,1010.1021,0.76,-0.4209,-0.53195,-0.31263,0.03017,0.59312,4.29467,6.00756,,,6.18299,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:17:10.110 +0530,2026-03-17
6b15d776-74d8-4773-bb17-86417a1dc073,INF789FB1T13,UTI Overnight Regular IDCW,55523161000,1370.8617,0.11,0,0.34153,1.19161,2.55852,5.4469,5.88948,6.03855,5.24574,4.64671,5.61849,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:20:12.768 +0530,2026-03-17
9f9a56d3-1a8d-4190-aa5f-78c1aacb20df,INF277K01YD8,Tata Liquid Regular Growth,335511046335.018,4281.9012,0.31,0.00794,0.41096,1.43894,2.8765,6.25923,6.73782,6.88298,5.8672,5.61369,6.98661,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:02:09.374 +0530,2026-03-17
3afeb18c-f04a-422c-b958-5872cf8833b5,INF917K01QO2,HSBC Arbitrage Fund Regular IDCW,24327800000,10.8854,0.91,0.01838,0.54032,1.51785,3.03328,5.97347,6.4225,6.77269,5.69127,5.38512,5.81769,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:28:03.255 +0530,2026-03-17
59c9073b-83ca-48f2-b413-4f11915cb34c,INF761K01199,Bank of India Manufacturing and Infras Regular Growth,6890563000,55.94,2.23,-0.16063,-5.60243,-3.98215,-3.18449,18.44167,10.99041,23.28949,20.21577,20.14546,11.33837,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:25:11.007 +0530,2026-03-17
fd409a6a-f73e-4702-800b-6ced3c934194,INF966L01192,Quant Multi Asset Allocation Fund Regular IDCW,49258911000,143.9055,1.75,0.149,-3.85925,1.81116,7.88174,23.68041,15.12705,23.05726,24.17483,23.10242,11.66231,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:17:12.272 +0530,2026-03-17
8b5e8db6-ca0c-4cd0-b8e0-fa8b0ae8f6c4,INF579M01886,360 ONE Focused Fund Regular IDCW,68370681266,38.0378,1.79,0.54079,-9.15891,-8.87753,-9.45989,2.55513,3.7014,13.34256,12.01668,15.93587,13.68015,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:24:03.463 +0530,2026-03-17
ce03fd44-1af7-4c88-82b0-3a0b2c6f60ca,INF0QA701BV5,Bajaj Finserv Equity Savings Fund Direct IDCW,306491020,10.216,0.3,0.05877,-0.42885,0.39308,1.74285,,,,,,2.16,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:04:09.060 +0530,2026-03-17
72d5138a-6a71-4dac-b63a-3a51961d3cb1,INF090I01AA5,Franklin Asian Equity Regular IDCW,4269003955.22,17.5821,2.55,0.57316,-4.59041,4.34463,11.56713,31.40334,19.9097,14.23368,2.48134,13.06558,9.38438,2026-02-28,2026-03-16,2026-03-13,2026-02-28,2026-03-17 12:00:59.740 +0530,2026-03-17
6204214c-1188-476f-8815-e61df7a681f0,INF761K01FO7,Bank of India Large Cap Fund Regular Growth,2116213000,15.51,2.3,0.58366,-7.84314,-5.36913,-4.25926,11.50252,3.06934,15.75434,,,9.76245,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:02:04.741 +0530,2026-03-17
c901c728-ada8-4fb8-b3c4-6e55bf92e9aa,INF204KB16E6,Nippon India Equity Savings Fd Sgtd Ptf1 Direct IDCW,258105228.38,0.5801,,0,126.07171,126.07171,126.07171,126.07171,50.35681,31.24476,17.71973,,16.02862,2025-02-28,2025-03-21,2025-03-21,2025-02-28,2025-05-29 14:18:07.101 +0530,2025-05-29
c651a3e5-b932-40ad-a628-e89483466f60,INF277K01FH8,Tata Retirement Savings Moderate Regular Growth,20689231852.27,59.611,2.04,0.48666,-5.58528,-7.32495,-8.27073,5.71932,5.90749,13.36892,9.60374,10.46861,13.22722,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:25:11.534 +0530,2026-03-17
8fa4dec7-8b83-4990-9266-25aa57d4ede6,INF200KB1589,SBI Nifty Bank Index Fund Direct IDCW,1439778000,10.8572,0.21,1.2147,-10.74978,-7.90632,-1.46748,13.80713,,,,,7.73881,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:16:04.528 +0530,2026-03-17
193e4aec-f7cf-49bc-825c-e3945a108f31,INF194KA12C4,Bandhan Liquid Regular Growth,173841155000,1.7667,0.23,0.00566,0.40921,1.44703,2.91256,6.28045,6.80652,6.9766,5.96921,5.64217,6.05621,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:25:04.813 +0530,2026-03-17
3d15b1a5-eda9-4484-a61c-0da1d9ccbe55,INF174K01YR7,Kotak Bond S/T Direct IDCW,185378921000,15.8959,0.39,0.01195,0.76002,1.7748,4.14185,6.18203,8.33887,9.24507,8.06194,7.94377,8.1192,2025-12-15,2021-09-17,2021-09-17,2025-11-30,2026-01-04 12:04:30.041 +0530,2026-01-04
35b86098-d701-475b-b144-e17263f63355,INF846K010V0,Axis BSE Sensex Index Fund Regular IDCW,491846010,10.4299,0.7,1.22873,-9.28471,-10.86089,-8.3408,2.80727,2.41971,,,,2.07661,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:24:10.118 +0530,2026-03-17
9443360a-4ae4-4851-ad41-25a1298b7dae,INF846K01EP6,Axis Treasury Advantage Direct IDCW,78309601000,1010.8541,0.3,0.03781,0.24306,1.28743,2.89942,7.42082,7.57724,7.60368,6.48396,6.44051,6.4365,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:03:06.595 +0530,2026-03-17
2cc17f03-6f45-4ff4-833c-7cd6ff3f7a43,INF204K01I43,Nippon India Pharma Direct IDCW,83063497079.02,152.883,0.93,-0.89027,-1.44179,-2.32858,-3.87404,7.82543,9.25468,23.41298,16.31301,20.86537,18.19578,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:23:09.129 +0530,2026-03-17
9ff2a6ea-e595-42db-a602-76bc6352f98e,INF789F1ANA0,UTI Credit Risk Fund Segregated-13092019 Regular IDCW,308571000,0.345,,259.74974,259.74974,259.74974,190.64869,190.64869,,,,,66.64049,2021-02-28,2021-03-12,2021-03-12,2021-02-28,2026-01-08 12:00:47.352 +0530,2026-01-08
19e42e46-8f70-4158-943d-fef61323b7aa,INF767K01PM7,LIC MF Arbitrage Fund Regular IDCW,2772346000,13.9547,0.99,0.05736,0.49909,1.55003,2.989,5.98399,6.4606,6.67569,5.62945,5.17164,5.16077,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:23:11.423 +0530,2026-03-17
ac9b061c-00f2-4ada-9924-d1860a96f3e2,INF109KC1Y80,ICICI Prudential Silver ETF FOF Regular IDCW,70585134841,36.6038,1.04,-4.44194,2.58309,25.59635,83.6268,141.61084,77.70776,50.88145,,,37.04197,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:12:10.194 +0530,2026-03-17
5696a1bf-61df-4a1f-88b1-b7480b6c52fd,INF666M01JA5,Groww Gold ETF FOF Regular Growth,1135531548,18.7539,0.47,-2.46009,-0.0517,15.37099,36.25228,71.26693,,,,,58.89229,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:21:08.212 +0530,2026-03-17
dc573fc0-66b5-42d4-84f1-474de28a70c1,INF760K01KN1,Canara Robeco Mid Cap Fund Regular IDCW,41968638000,14.52,1.88,-0.06882,-7.63359,-8.1278,-10.97032,12.46892,8.87606,18.51354,,,14.78403,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:07:04.307 +0530,2026-03-17
a6cf767e-405f-4175-9732-d8a784f19ce2,INF247L01BF2,Motilal Oswal BSE Enh Val Idx Fd Direct Growth,17488359000,27.143,0.36,-1.17672,-8.93566,-0.06075,7.70861,24.54231,12.50032,32.15834,,,32.32871,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:29:10.131 +0530,2026-03-17
92ad07f9-e473-48e8-887b-066a72884e90,INF251K01RL0,Baroda BNP Paribas NIFTY SDL 1226 Idx Fd Direct Growth,1141235000,12.5666,0.19,0.05334,0.42595,1.35663,2.93236,7.35729,7.68976,7.73095,,,7.58833,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:25:10.423 +0530,2026-03-17
bcb0f8e6-cabd-4ce5-bc9f-ef0fa2fda369,INF789FA1P19,UTI Ultra Short Duration Fund Regular IDCW,39462723000,1277.4811,0.99,0.04099,-0.09866,0.22975,1.60467,5.26463,5.71545,6.39672,6.02417,5.24897,5.45238,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:18:10.656 +0530,2026-03-17
b0ceff82-ac50-4433-b23f-c4f4b1227829,INF846KA1366,Axis Multi-Asset Active FoF Direct Growth,14329233000,10.0037,0.05,0.50367,-4.30744,0.037,,,,,,,0.037,2026-02-28,2026-03-13,2026-03-13,2026-02-28,2026-03-17 12:01:10.735 +0530,2026-03-17
2d0acc04-8a43-481a-a13f-288515f03419,INF194KA18R9,Bandhan Ultra Short Duration Fund Direct IDCW,37323538000,10.0359,0.27,0.0319,-0.00797,-0.00797,-0.00797,0.03327,0.01663,0.01109,0.00665,0.03425,0.0522,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:28:04.180 +0530,2026-03-17
cfb14884-6565-4bb0-8b8c-bdcbc379f6d9,INF277K01QK9,Tata Equity Savings Direct IDCW,2846224816,31.1493,0.58,0.06168,0.39029,0.03468,2.14962,7.53969,8.16579,10.57905,8.88408,9.71755,10.25037,2026-01-31,2026-02-20,2026-02-20,2026-01-31,2026-02-22 12:05:29.965 +0530,2026-02-22
26f5e4d0-4cf5-4ad2-9375-04f18a305848,INF205K01US5,Invesco India Short Duration Regular IDCW,10643000000,2400.917,1.05,-0.02967,0.02895,0.75656,2.06373,6.58133,6.78599,6.88908,5.41397,5.97736,6.51813,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:08:09.398 +0530,2026-03-17
44fda6b0-8538-46c7-85c0-d4e88e92470f,INF761K01FE8,Bank of India Flexi Cap Fund Direct IDCW,21864888000,30.76,0.52,0.22809,-5.99022,-5.29557,-5.17879,13.2965,8.02405,22.38592,18.87859,,24.9963,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:27:05.207 +0530,2026-03-17
9a7bb3cf-0240-4466-91f4-a787a7c7d3d1,INF666M01071,Groww Liquid Fund Regular IDCW,1639386615,1003.6747,0.2,0.01236,0.41801,1.44204,2.88697,6.28598,6.78348,6.84892,5.75605,5.23617,5.23752,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:10:08.675 +0530,2026-03-17
207ef383-333b-493a-be77-f002b618a6c6,INF109K01EU9,ICICI Prudential Bond Regular IDCW,29123984963.841,11.2759,1.03,-0.08418,0.25996,0.72272,2.0746,5.49803,6.75215,7.31039,6.16174,6.43889,7.04751,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:02:09.387 +0530,2026-03-17
6bdefb85-5ebc-4ad8-9c6b-46c7618e7c39,INF109KA16I0,ICICI Prudential Equity Savings Regular IDCW,180272067893.769,13.12,0.98,0.30581,-2.45353,-2.95858,-2.95858,2.4718,4.36923,6.39436,6.78244,7.0241,7.11812,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:09:10.169 +0530,2026-03-17
0bb29748-cc13-47ae-ae9f-c40d25960b64,INF194KA14S6,Bandhan Ultra Short Duration Fund Direct IDCW,37323538000,10.565,0.27,0.0303,0.31714,1.29335,2.79156,6.6785,7.00779,7.11388,6.02627,5.74467,5.85263,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:20:04.268 +0530,2026-03-17
d4f00024-2737-43f6-b7c5-53240404a3ce,INF754K01UZ7,Edelweiss BSE Internet Economy Index Direct IDCW,299178000,9.2789,0.43,1.06193,-11.50648,-15.92001,-15.57575,,,,,,-7.211,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:25:11.346 +0530,2026-03-17
d35e3c18-3cbd-45ef-a276-ecd0616b169c,INF955L01GB8,Baroda BNP Paribas Credit Risk Direct IDCW,1865636000,14.2966,0.85,0.03289,0.29369,1.42112,3.1303,8.35529,8.5613,8.50982,10.06339,7.71471,7.77352,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:01:06.589 +0530,2026-03-17
a7a15e21-685d-4015-b48e-9307c9a93320,INF090I01EU5,Franklin U.S. Opportunities Eq Actv FoF Regular IDCW,44618446492.68,78.2898,1.54,1.38565,-0.77445,-4.83387,-4.19142,16.3755,9.89898,22.42386,9.4602,14.52093,15.60378,2026-02-28,2026-03-16,2026-03-13,2026-02-28,2026-03-17 12:01:07.640 +0530,2026-03-17
99df3a45-35dd-4701-8579-afca1301f79c,INF955L01KC8,Baroda BNP Paribas Banking and PSU Bond Direct Growth,269187000,13.1906,0.39,0.04171,0.97603,1.36868,3.39081,8.24211,8.49141,7.98084,,,5.9014,2025-09-30,2025-10-16,2025-10-16,2025-09-30,2025-10-17 07:05:15.471 +0530,2025-10-17
5d90761e-4452-4765-9f32-646fe1a0e1da,INF194K01EB1,Bandhan Gilt Fund Regular IDCW,19486800978,11.384,1.14,0.01933,0.69435,1.36681,1.83926,3.27731,5.05446,6.50535,5.38288,6.01008,6.26319,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:25:04.632 +0530,2026-03-17
9c453c8e-9182-4cc4-97f8-f1826298e7d5,INF209K01MB0,Aditya BSL Savings Fund Regular IDCW,214667001000,100.4524,0.6,0,0.46031,1.85384,4.03503,9.87262,9.1971,8.66771,6.98414,6.56644,6.24996,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:26:03.293 +0530,2026-03-17
3fd6d87a-05cb-42d1-8b2d-e83a384fb581,INF789FA1R25,UTI Short Duration Fund Direct IDCW,30898364000,14.3496,0.37,-0.01533,0.80168,2.30284,3.4926,6.31988,6.22857,7.73336,,,8.41595,2026-02-28,2026-03-16,2019-01-11,2026-02-28,2026-03-17 12:01:05.140 +0530,2026-03-17
a9c9fdbc-f67a-40ba-aebf-6ae05567da68,INF179KA1I61,HDFC Credit Risk Debt Direct IDCW,68910493000,23.8833,1.06,-0.01591,0.17574,1.4127,3.1725,8.18231,8.11776,8.21568,7.40696,8.07447,8.32759,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:11:07.630 +0530,2026-03-17
4106f53e-b8cd-443f-8297-831becc65569,INF336L01123,HSBC Conservative Hybrid Fund Regular IDCW,1391293000,16.8222,2.14,-0.14306,-1.16739,-2.6662,-4.33634,4.11711,6.33909,8.56094,6.77533,7.30069,7.50734,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:29:04.495 +0530,2026-03-17
bc6b7332-8dca-4b42-ab4b-01be8db3d638,INF397L01FX9,LIC MF Medium to Long Duration Regular IDCW,1908349000,15.817,1.22,,,,,,,,,,,2025-04-15,2025-04-25,,2025-03-31,2025-04-26 08:20:09.511 +0530,2025-04-26
307f3e54-d9cc-4ccb-8c88-e2f68df3ee35,INF666M01FC9,Groww Aggressive Hybrid Fund Direct IDCW,502753907,21.9392,1.38,0.58593,-7.39359,-7.07273,-5.72948,6.00696,4.0583,11.91356,9.91946,11.21641,11.41973,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:04:05.355 +0530,2026-03-17
35b0a32e-6073-4f87-927d-7a2e2afb532d,INF846K012W4,Axis Nifty Bank Index Fund Regular Growth,1499320980,11.0286,1.01,1.20674,-10.79133,-8.08657,-1.85983,12.89963,,,,,6.18147,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:12:08.291 +0530,2026-03-17
b645c64d-8f33-4c74-9e82-e4c2511049ed,INF200K30015,Magnum Hybrid Long Short Fund Regular Growth,33145489000,10.0376,1.22,0.00299,-1.56031,-0.80051,,,,,,,0.376,2026-01-31,2026-03-16,2026-03-16,2026-02-28,2026-03-17 12:01:09.032 +0530,2026-03-17
1efd27ef-43f8-4675-9a6d-d83da74ce217,INF194KB1KB4,Bandhan BSE India Sector Leaders Idx Fd Direct Growth,269049000,9.0095,0.25,0.4538,-9.17202,-10.21476,,,,,,,-9.905,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:22:04.317 +0530,2026-03-17
468977d8-df61-434f-9af3-89a957586f03,INF209K01BO6,Aditya BSL Large Cap Fund Regular IDCW,300943269000,36.24,1.63,0.86279,-9.42264,-10.43005,-9.02889,4.38416,4.4831,13.16028,10.76993,11.37799,17.6937,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:04:04.371 +0530,2026-03-17
990e6bb7-6062-4535-a9c2-40ba13955b60,INF192K01IM3,JM Dynamic Bond Direct IDCW,578228653.33,46.1562,0.43,-0.03465,0.09629,0.62986,1.98755,6.29681,7.14816,7.28552,6.29609,6.32202,7.24466,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:01:06.281 +0530,2026-03-17
bf91179f-3a7d-48c6-a8f5-f0f2cb9f1aaf,INF277KA1ER4,Tata BSE Multicap Consum 50 30 20 Idx Direct IDCW,492441558,8.7076,0.28,0.59031,-10.23648,,,,,,,,-12.924,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:01:12.117 +0530,2026-03-17
9bec0b25-79e8-4a13-9e14-6fe305056d2a,INF200K01TY6,SBI Multi Asset Allocation Fund Direct IDCW,163665298000,40.8304,0.58,-0.70766,-3.72845,-0.11449,6.11804,20.28151,14.96565,19.27005,15.17989,14.14486,11.16979,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:27:09.233 +0530,2026-03-17
